300.0, 851.11815389, 849.4754356971, 855.14745859, 849.0776766264, 854.1762945713, 0.2538282606, 0.5898776584, 0.7908121745, -1.7678493923, 3.9743381076, 5.6179894341, 0.1939071764, 0.4518560668, 0.4370359778, 0.2981656591, 0.0009148216, -0.0731120097, -0.1937260181, -0.0330082364, 0.3406908313, 0.5446172754, 0.8040577372, 0.2759049336, 0.1804543535, 0.213606139, 0.0715096133, 0.1886391193, -0.2154851953, -0.500369072, -0.6323324243, -0.5120170514, 2.0
414.0, 855.3179305639, 860.3803890913, 851.9188521947, 850.2761347844, 842.8787481846, 0.056233724, 0.0988226996, 0.9946390788, -1.1032443577, 4.8042636448, 5.4933759901, 0.1368984729, 0.1303086529, 0.3752211531, 0.2114690095, -0.1626776457, -0.2087015857, -0.1305616697, -0.0806737319, 0.3339961171, 0.7652951082, 0.6535850366, 0.2984858453, 0.4481695592, 0.3068664372, 0.4360821545, 0.2653336227, -0.6027705073, -0.7316918969, -0.8164876501, -0.4406321049, 0.0
471.0, 854.3364312588, 837.7336331881, 847.3264747033, 855.9843139649, 845.9472163274, 0.2409871419, 0.5859747993, 0.7968783909, -1.5680525038, 3.9710150824, 5.4186079237, 0.3116001188, 0.2752838532, 0.2076704601, 0.2460764746, -0.2398962478, -0.0330274341, -0.0566552766, -0.0803926959, 0.1213899478, 0.4347131749, 0.6920647621, 0.0524446232, 0.0656322874, 0.2235794415, -0.03538074, 0.0526550213, -0.5771694183, -0.7541503112, -0.5846273502, -0.7195896705, 2.0
501.0, 846.6549236591, 847.8792184683, 850.7617164025, 845.213677822, 851.7432141426, 0.2454698351, 0.5901319716, 0.7934129503, -1.5638987223, 3.9120313856, 5.5573442247, 0.9109258056, 0.492509524, 0.7140952547, 0.6702974042, 0.1274545665, -0.0283310382, -0.11633418, -0.0009315207, 1.5388674339, 1.1752832731, 1.1997229656, 1.1265072028, 1.0670845509, 0.6061122417, 0.7012875478, 0.7965813279, -0.1767630974, -0.5594373345, -0.7603961825, -0.2376183172, 2.0
210.0, 846.7944015112, 849.6975676708, 852.77636797, 841.6854514097, 850.6015789325, 0.2501729329, 0.582953559, 0.7964986165, -1.6905890571, 3.7168036567, 5.6134202745, 0.7186501026, 0.4926035106, 0.4121098916, 0.8111454248, 0.2390149186, 0.0877516344, -0.1047181636, 0.3970476985, 0.8454323014, 0.7552929918, 0.1739964386, 1.0362927516, 0.6999961138, 0.4617352386, 0.2211735546, 0.7187761664, -0.3499149978, -0.4730161925, -0.5593599876, -0.038132834, 2.0
294.0, 859.6261878381, 870.6292841985, 858.4483853854, 851.4487625513, 839.9239220252, 0.0233425564, 0.1103888618, 0.9951612685, -1.5111456977, 4.0378909641, 5.3234863281, 0.0394403531, 0.2556287547, 0.3349022567, 0.5121760964, -0.055926606, -0.146899129, -0.2622318864, 0.0540839583, 0.1999628246, 0.6768842936, 0.6793703636, 0.5670789679, 0.0916974172, 0.3286199172, 0.2879894078, 0.0117825028, -0.6083366076, -0.6453573108, -0.9378420313, -0.6054205298, 0.0
417.0, 854.1969549717, 859.5435344989, 847.6570872772, 847.5072749211, 839.4590000251, 0.0535583496, 0.1032680935, 0.9946289063, -1.0637834337, 4.935107761, 5.2998097738, 0.132400391, 0.0844346319, 0.3617907465, 0.0977606196, -0.1629630973, -0.2327090105, -0.2187141876, -0.0860997712, 0.3298142453, 0.8634750644, 0.6975856622, 0.2171429992, 0.4345527589, 0.3281278511, 0.472914348, 0.2235910346, -0.6345484853, -0.7421885927, -0.9215465784, -0.4880609314, 0.0
156.0, 856.0927969126, 858.2055961413, 848.1633292956, 854.7961863982, 847.0681903546, 0.0792507595, -0.4883829753, 0.8576049805, -1.537314521, 4.2214881049, 5.6807115343, 0.4397635857, 0.6051757137, 0.2005724162, 0.3770225644, 0.0890518203, -0.0122424895, -0.3329880436, 0.5793494582, 0.8465972344, 1.1832116842, 1.4830935001, 0.7304047744, 0.2584617833, 0.7342727184, 1.0433242718, 0.7230926752, -0.3678125938, -0.5525038043, -0.7637790839, 0.4940915306, 1.0
843.0, 840.931249374, 856.4492390951, 843.751761412, 835.2488958897, 841.9643985064, 0.1392618815, 0.1375291613, 0.9845377604, -1.4899614122, 4.2401801215, 5.2595180936, 0.5071385602, 0.4438381195, 0.3921165466, 0.8089969357, 0.0933892392, -0.2692946494, -0.0585895094, 0.1486103808, 0.366114974, 0.4926706851, 0.1073032766, 0.5776761572, 0.4409829577, 0.0447015346, 0.1403122793, 0.6302275459, -0.495158275, -0.7482447028, -0.7787308693, -0.4890595376, 0.0
741.0, 842.0728798891, 855.9326531826, 847.7913982685, 837.6613104404, 843.0182229067, 0.1066962348, 0.1318800185, 0.9883694119, -1.3641018338, 3.8123406304, 5.3870391846, 0.8319750031, 0.2958450516, 0.1673557237, 0.9155560533, 0.2055104176, -0.3453119099, -0.0929038822, 0.2843837241, 0.5161373317, 0.6096537709, 0.4418819348, 0.6838892698, 0.343152523, 0.3723612428, 0.2687842548, 0.22610494, -0.4897218347, -0.8668294549, -0.8405989011, -0.3985306918, 0.0
